"x1"	"x2"
1.45996969888519	0
0.12950139407894	0
-0.95689097199922	1
0.604800950957197	0
0.789567232245591	1
-0.743394035862416	1
-1.62807400209138	0
-2.01466015870694	1
-0.317559444957275	1
0.667562289940952	0
-0.951682824887278	1
-0.682907331682419	0
0.123167782485106	1
-0.499887884041402	1
-0.658581660604484	1
-0.0260937526447579	1
0.581188247919365	1
0.421925428570136	0
0.239649520184692	0
1.26487423724879	1
2.07907442738272	0
-0.887365256129444	0
-0.816708875134232	0
3.74020856453785	0
-1.11850159477894	0
-1.78965233049239	0
1.57136780569714	1
0.69682110736079	0
-2.07189651034839	1
-1.71551034828128	1
-0.538627555708241	1
-1.57598058854562	1
-0.482009228348161	0
2.16098954249382	1
0.32049551401481	0
-0.36017851278168	0
-1.09063683695994	0
0.344163435423965	0
-1.00068985187494	1
-1.12605379238219	0
0.529292717509073	0
-0.601865598832317	0
0.791723082103071	1
1.10111534059228	0
0.845847080456236	0
-1.46374793209251	1
0.167083724596598	0
-0.917223270314989	0
0.470537117185589	1
1.75861895054499	1
-0.207607859660448	0
0.0886078619566623	1
1.19119918990583	0
-2.04436495660959	0
-0.298928469501395	1
0.17637428733715	1
1.87599264491149	0
-1.08856854831587	0
-0.772243418641015	0
-2.39061939270424	1
-0.0293198522496445	0
1.34605761293593	0
-0.28884503780392	1
0.403963863191767	0
2.45071415051294	1
0.994785490199534	1
0.715704183667802	1
-1.97067875273856	1
-1.2131536629649	1
-0.306888319719223	1
0.017129023170075	0
0.759142083515362	1
-2.33267180550697	1
0.343313781726161	0
-0.139302015824929	0
0.511127804511894	0
0.228520267010492	1
-1.16983863687884	0
-1.35872753143362	0
-1.00297958192774	1
1.20787817320711	0
-0.308542761035291	1
0.016512271343019	1
-0.64566546542134	1
1.36887078573603	0
-1.23233570616479	1
-1.51409047475604	0
-0.0181162839042163	0
1.74469005513836	0
0.408647916820597	1
-0.595860968945007	1
0.101280929127123	1
2.1420434423459	1
0.515524045901274	0
-0.880631488854753	1
0.222100062139796	1
2.29466357553121	1
1.08411968322269	1
-0.717283479397641	1
0.806434199687606	0
0.440755765301177	0
0.700768035098529	0
-0.658060793675775	0
0.50385780510124	1
0.308096801944118	1
0.743153192177335	0
-1.20264771503194	1
-0.88384710302601	0
0.948004200388912	1
-1.13071501553504	1
0.99607031750735	0
0.835888398167186	0
-3.19016330022464	1
-0.672682740031944	0
-0.716013623596979	1
0.952827772665623	0
-0.19813382837329	0
-0.611323248827292	1
-0.274396831961752	0
-1.07237214874404	1
-0.305213723032434	0
-0.96537024165988	1
-0.639056194998308	1
-0.400348977496888	0
0.353619520582321	0
-0.246732185096064	0
0.525658577756215	1
-0.0603341539109271	0
-0.520134712709088	0
-0.146395851109031	0
-0.33814944523582	1
0.661579926825978	0
1.01325113352803	0
-1.33674990025935	0
0.794285059187286	1
1.16661938377511	0
-0.746107276801819	1
0.577852308435666	0
-0.00555982938415383	0
-0.125284868335157	0
0.781332734566752	1
-0.971900312989785	0
0.16879547879392	0
-0.341883598524994	0
0.352229017569509	1
1.59842731983536	0
0.842650189761658	1
-0.0554931628494227	1
0.515318607356255	1
0.327474826466917	0
-1.55649556890729	0
0.562251934322792	0
0.729779125583975	0
-1.21991466360507	0
0.167357978089646	1
1.15442929602465	0
0.130673522883739	1
-1.26790294716967	0
-0.353885204869291	1
0.237143972028588	1
-0.179052181469948	1
-0.134343961565722	1
0.69133311282094	0
1.32551002368044	0
0.83900236018242	1
-0.289355889122991	0
0.2694215414253	1
-1.24748605106978	1
-1.04474800476847	1
-2.31544604535436	0
-0.567401429946206	1
0.58926294420784	1
0.233617424698941	1
0.75587704946516	1
0.345955077614805	0
-0.662633122744751	0
-0.401270337736402	0
0.00910607491239918	1
-1.54050402396248	0
1.60940787355081	0
-0.685990513838826	1
-0.304548955098054	1
-1.01714675132976	0
0.183103457403735	1
1.50105994493277	0
0.550939967810844	0
1.56505312353647	1
-0.517571795940326	1
-1.35150865184285	1
-0.434464592095278	0
0.267854355323286	1
-1.15595117925001	0
-0.227670178307026	0
1.38720795566397	1
-0.309851432058469	0
-1.04539752678258	1
1.69819203064369	0
-1.13268680817582	1
0.91649413823975	1
-2.69949111258364	1
-0.813842347051671	1
0.381468760847117	1
0.122390491007107	0
0.577782792971617	1
-0.592437584661589	1
-1.5892533799634	1
-1.33904028180727	1
-0.115218894818326	0
1.90312004192859	1
-0.297256657792835	1
-0.0974964419769921	1
-2.43107806554955	0
0.548360046896395	1
-0.469462609248864	1
0.0826569877195348	0
0.905847150344905	1
0.194350699958597	0
1.06274367647637	1
0.279551913617393	0
0.379760788315035	0
-0.824910211017737	0
0.80422658682654	0
-0.760142235556657	0
-1.0337994754899	0
0.138441366283937	1
-0.508113084105296	0
-0.0818199144970979	1
0.491448671095005	1
2.77151458591102	1
-1.1650398980995	1
-1.6184960715259	1
-1.41104698969563	0
-0.0886209465530161	1
-0.872097323395897	1
-0.397484452398587	1
-0.262432384221504	0
-0.603147225372051	0
0.247533518735088	0
-0.546613901375486	0
1.2095544843871	1
1.34978536424725	1
-1.22582273235217	1
-1.34127564166731	0
-0.658324535160004	0
-0.0624034705533499	0
-0.678584029165917	0
-0.582639668852611	1
-0.609534565649006	0
0.236466190529928	1
-1.69735041731327	0
1.0017263567335	1
-1.13276162160932	1
0.539074103288526	1
0.914969597367915	0
0.348385366769205	1
-0.666854639562838	1
-1.17502974574446	1
-1.01084503010069	0
1.20611589444369	0
1.13125219036221	1
-0.598175367093772	0
-1.08916512688888	1
-0.491371408739208	0
-0.44739351266765	1
-1.61300323554638	1
0.869207487663686	0
0.482458416925989	1
0.0191859600949906	1
-1.63225419206662	1
0.187974358676836	0
-0.144347146554352	1
0.663121870485003	0
0.1698599007236	1
0.566502171251989	0
-1.08443984779513	1
-1.5265574424479	0
0.837296017374663	1
1.63899573653296	0
-0.275856562240319	1
-0.738817889097622	1
0.193152949512156	0
-0.444798426940003	1
-0.19837048422132	1
-2.81325717876091	0
-0.987091700571123	0
0.752912271538538	1
1.05378676059241	1
-0.832205656590044	0
0.704381066008666	1
1.53290505175029	1
1.91709670605277	0
-1.19113566904607	1
-1.09652138287963	0
-0.603374554221128	1
1.30907992497752	1
1.20677868175172	0
1.04570439357438	0
-1.04040754417256	0
-1.91958492752793	0
-0.659738457317407	0
