"y0"	"y1"	"y2"	"y.l0"	"y.l1"	"y.l2"
0.0853690532827303	0.295806730207068	0.637033173829905	-2.37153698560952	-0.867346546859927	0.562510290314504
0.0788052733572036	0.488462790172327	0.790368895357398	-2.45869152808537	-0.0461570322525108	1.32715045117047
0.137469460547954	0.404431666410251	0.417152257780683	-1.83646876900716	-0.387033343398014	-0.334474707938842
0.0969399988508342	0.636929297563187	0.504425656797611	-2.23169677910202	0.562061068723216	0.017703089520727
0.0508187212614472	0.510757217527564	0.532601244398465	-2.92733498570406	0.0430355108921504	0.130590250120035
0.11429988890433	0.560410133022053	0.510316619423668	-2.04755281941348	0.24282672435289	0.0412723353243594
0.0955757398012106	0.691999029652337	0.572743808191698	-2.24737954459472	0.809481619932142	0.293054696482512
0.152129488415236	0.589405104861656	0.670930984306807	-1.71799586987318	0.361506659562258	0.712398773790044
0.0863334524041003	0.565860310685556	0.494105800342005	-2.35924852508423	0.264980899741041	-0.023577890850334
0.127482511867039	0.451955989432975	0.770461480837648	-1.92340350421732	-0.19277078839644	1.21091880618245
0.0340766886208708	0.517689023829919	0.463865550356396	-3.34447091089511	0.0707856370981806	-0.14479022042916
0.0682463280908461	0.396194020509623	0.547518373272738	-2.61394484747437	-0.421348878271715	0.190648861218635
0.0277514147878878	0.595197958977178	0.567332485493608	-3.55632469562583	0.385495894362227	0.270975957872556
0.0620093543628644	0.541554614846325	0.588646236531623	-2.71645472580348	0.166602751545212	0.358371803475589
0.107007072532232	0.237676860432968	0.676120052826814	-2.12168373016665	-1.16545851161994	0.735997739502509
0.241999405146956	0.62034860954776	0.569562412800281	-1.14174890232537	0.491028155376079	0.280066033268037
0.137472462608606	0.47836723665624	0.670593485841533	-1.83644345069404	-0.0865851067579614	0.710870526681208
0.144543420538716	0.442815969902925	0.690990055593836	-1.77805538689725	-0.229741314597286	0.804751973414141
0.166460814567228	0.636559683072358	0.481644085191671	-1.61092078042522	0.56046308772096	-0.0734566717184671
0.163901960868955	0.178211309271665	0.157682195248635	-1.62947742840553	-1.52851331781902	-1.67557579842887
0.137332439430436	0.413645901078694	0.560589573324953	-1.83762485150251	-0.348913575019949	0.243555150406866
0.219362884739003	0.417594112413887	0.51230293772896	-1.26938303427529	-0.332657668167539	0.049221686262179
0.16768031628971	0.415173798100583	0.46366319709161	-1.60215731484983	-0.342617489155219	-0.145603907048859
0.121343532610232	0.534392174899405	0.472431711422541	-1.97976836380192	0.137786276573639	-0.110385103591229
0.122011324725951	0.573615145629321	0.443292157206237	-1.97351982918303	0.296616340998761	-0.227811533345662
0.0861647734531636	0.447863246535807	0.554104143192537	-2.36138884439221	-0.20930782482969	0.217267233344995
0.149201595757944	0.708991871795558	0.496501847355445	-1.74087682458626	0.89049286338878	-0.0139928388896996
0.038244569211472	0.401917460526644	0.641949301388105	-3.22475861960143	-0.397482024836581	0.583834738162811
0.0818990000377165	0.423230393569897	0.537774384120461	-2.41682062508115	-0.309526194733652	0.151385993895525
0.225398448103896	0.544503570438075	0.488002699586577	-1.23447905405319	0.178486621463508	-0.0479984146180219
0.065515112878423	0.49668217083192	0.405782276336598	-2.6577146076151	-0.0132715114648352	-0.381429039778483
0.108315742410595	0.483991374053232	0.598711037001093	-2.10806159587647	-0.0640563979391894	0.400097298928532
0.023958414312279	0.458540882520922	0.658573634859437	-3.70718560335752	-0.166218111412258	0.656944303123755
0.122042918204054	0.503993917451426	0.422213571117247	-1.97322493923099	0.0159760095972785	-0.313693021478312
0.117784474410632	0.484380247553176	0.789044397664601	-2.01357991987738	-0.0624993462572358	1.31917489420346
0.142336975033737	0.0556586495827118	0.762503363473159	-1.79601396759863	-2.83125020689768	1.16645345820201
0.0574698408896421	0.562049378373306	0.358872161127291	-2.79730761393161	0.249483539899121	-0.580262645722551
0.0493835155881182	0.524761281406347	0.528002032727504	-2.9574940291319	0.099126213848897	0.112125454611332
0.0283273489971352	0.525168455627769	0.497032637649067	-3.53519123528606	0.100758981280051	-0.0118695887578004
0.123864547554402	0.546898765070488	0.438164564243283	-1.95633209494798	0.188148135115148	-0.248614430812892
0.0933147025495781	0.398072099920221	0.516982227820091	-2.27381774003429	-0.413504526370613	0.0679550499486325
0.111933445710954	0.489466827111232	0.534801561168401	-2.07114222876333	-0.0421389259172535	0.139431699655702
0.0856051867970737	0.272900721433156	0.563455280875862	-2.36851656537851	-0.979954956157844	0.255197151406435
0.144657956448088	0.446758054334557	0.58875514154974	-1.77712940514015	-0.213778238000632	0.358821578532864
0.0335756656446117	0.383158944898325	0.431265383110647	-3.35980143946543	-0.476161478656291	-0.276690283981279
0.187575065721604	0.332146740214683	0.519523076103935	-1.46584440554857	-0.698491618558634	0.0781320273202739
