"y0"	"y1"	"y2"
0.0853690532827303	0.295806730207068	0.637033173829905
0.0788052733572036	0.488462790172327	0.790368895357398
0.137469460547954	0.404431666410251	0.417152257780683
0.0969399988508342	0.636929297563187	0.504425656797611
0.0508187212614472	0.510757217527564	0.532601244398465
0.11429988890433	0.560410133022053	0.510316619423668
0.0955757398012106	0.691999029652337	0.572743808191698
0.152129488415236	0.589405104861656	0.670930984306807
0.0863334524041003	0.565860310685556	0.494105800342005
0.127482511867039	0.451955989432975	0.770461480837648
0.0340766886208708	0.517689023829919	0.463865550356396
0.0682463280908461	0.396194020509623	0.547518373272738
0.0277514147878878	0.595197958977178	0.567332485493608
0.0620093543628644	0.541554614846325	0.588646236531623
0.107007072532232	0.237676860432968	0.676120052826814
0.241999405146956	0.62034860954776	0.569562412800281
0.137472462608606	0.47836723665624	0.670593485841533
0.144543420538716	0.442815969902925	0.690990055593836
0.166460814567228	0.636559683072358	0.481644085191671
0.163901960868955	0.178211309271665	0.157682195248635
0.137332439430436	0.413645901078694	0.560589573324953
0.219362884739003	0.417594112413887	0.51230293772896
0.16768031628971	0.415173798100583	0.46366319709161
0.121343532610232	0.534392174899405	0.472431711422541
0.122011324725951	0.573615145629321	0.443292157206237
0.0861647734531636	0.447863246535807	0.554104143192537
0.149201595757944	0.708991871795558	0.496501847355445
0.038244569211472	0.401917460526644	0.641949301388105
0.0818990000377165	0.423230393569897	0.537774384120461
0.225398448103896	0.544503570438075	0.488002699586577
0.065515112878423	0.49668217083192	0.405782276336598
0.108315742410595	0.483991374053232	0.598711037001093
0.023958414312279	0.458540882520922	0.658573634859437
0.122042918204054	0.503993917451426	0.422213571117247
0.117784474410632	0.484380247553176	0.789044397664601
0.142336975033737	0.0556586495827118	0.762503363473159
0.0574698408896421	0.562049378373306	0.358872161127291
0.0493835155881182	0.524761281406347	0.528002032727504
0.0283273489971352	0.525168455627769	0.497032637649067
0.123864547554402	0.546898765070488	0.438164564243283
0.0933147025495781	0.398072099920221	0.516982227820091
0.111933445710954	0.489466827111232	0.534801561168401
0.0856051867970737	0.272900721433156	0.563455280875862
0.144657956448088	0.446758054334557	0.58875514154974
0.0335756656446117	0.383158944898325	0.431265383110647
0.187575065721604	0.332146740214683	0.519523076103935
0.21183723404549	0.427499588621701	0.902917991644662
0.0966022701920164	0.532271889091268	0.512118194751036
0.0801106227165993	0.72447879807468	0.646074128883711
